Car_Brand,Car_Name,Year,Mileage_kmpl,Fuel_Type,Transmission,Engine_CC,Horsepower_HP,Battery_Capacity_kWh,Performance_Score,Total_Kilometres,Total_Seats,Car_Price_INR,Selling_Price
Honda,City,2000,16.75,Petrol,Manual,1200,124.2,0.0,8.1,139576,6,3375387,675077
Skoda,Slavia,2015,19.02,CNG,Automatic,3000,231.0,0.0,9.6,105647,7,2548388,1541311
Kia,Sonet,2022,26.29,Diesel,Automatic,2500,215.3,0.0,8.9,11356,4,1386382,1055052
Mercedes,GLA,2002,19.46,Hybrid,Manual,1100,128.3,29.3,9.8,20632,7,690544,138108
Kia,Carens,2002,17.28,CNG,Manual,3900,304.6,0.0,9.6,154467,5,836817,167363
Hyundai,Venue,2024,15.28,CNG,Automatic,2400,193.6,0.0,8.5,135801,7,1295724,1243815
Toyota,Innova,2011,23.46,Electric,Automatic,2400,191.8,20.8,8.6,98725,7,3535520,707104
Mahindra,XUV300,2016,23.32,Electric,Automatic,3500,274.5,68.8,9.4,27191,6,2890330,814365
Ford,Figo,2025,11.3,Hybrid,Manual,800,103.1,44.3,7.7,166336,5,2627707,2627707
Skoda,Rapid,2007,14.3,CNG,Automatic,2700,200.4,0.0,9.0,187456,5,1605836,321167
MG,Hector,2018,18.3,Hybrid,Automatic,2600,198.4,66.4,8.3,129078,4,2159323,1231907
Kia,Sonet,2014,12.32,Hybrid,Automatic,3500,260.8,59.6,9.7,181300,5,3414120,1705404
Nissan,Kicks,2010,19.83,Diesel,Manual,3300,268.4,0.0,5.6,190308,6,1214335,439113
Nissan,Kicks,2018,15.88,Petrol,Automatic,1700,148.8,0.0,7.1,43044,5,2972476,1446476
MG,Hector,2005,20.12,CNG,Manual,1000,107.9,0.0,6.1,40413,5,2712896,542579
Skoda,Kushaq,2001,15.97,Diesel,Manual,1800,165.3,0.0,5.4,5489,7,1993454,398690
Skoda,Rapid,2016,13.38,CNG,Manual,1100,118.2,0.0,6.5,162983,5,1200150,342216
Kia,Carens,2003,28.11,Petrol,Automatic,1200,133.1,0.0,5.8,95231,4,790771,158154
Skoda,Kushaq,2008,24.42,Hybrid,Automatic,3100,265.9,20.8,5.4,120709,7,2789027,557805
Honda,Amaze,2002,18.17,CNG,Manual,2300,179.4,0.0,6.2,51392,4,1481835,296367
Kia,Sonet,2003,26.17,Diesel,Manual,2700,227.6,0.0,5.4,65530,6,1132632,226526
Hyundai,i10,2007,13.21,Diesel,Manual,1300,119.2,0.0,5.2,76914,5,2329942,465988
Mercedes,E-Class,2013,20.79,Hybrid,Manual,3900,290.1,34.8,7.9,186278,7,1582684,819752
Skoda,Slavia,2004,19.76,Electric,Automatic,2100,177.4,38.7,9.9,55749,5,2363209,472641
Mahindra,Thar,2020,12.22,CNG,Automatic,1900,183.9,0.0,9.7,23531,6,3407393,2394497
MG,Astor,2020,27.54,Electric,Automatic,3100,261.1,68.8,8.6,41084,7,2092916,1576240
Skoda,Slavia,2000,13.98,Hybrid,Manual,2600,194.0,22.2,6.6,178291,4,1327182,265436
BMW,X3,2018,20.6,Hybrid,Manual,2200,202.5,40.3,7.2,77236,7,2366972,1812576
Tata,Tiago,2025,22.96,Electric,Manual,2800,214.4,61.0,5.7,80668,5,2564049,2564049
Maruti,WagonR,2004,17.14,Electric,Manual,1900,161.9,36.5,8.6,35425,7,667789,178375
Skoda,Slavia,2006,29.59,Diesel,Automatic,1200,136.7,0.0,6.1,92326,5,2569082,587176
MG,Astor,2022,10.29,Electric,Automatic,4000,296.5,76.9,6.2,65050,4,785225,704870
Mahindra,Thar,2002,16.77,Electric,Automatic,1900,162.4,25.6,8.7,193871,6,2188315,437663
Hyundai,i20,2023,16.42,Hybrid,Automatic,3000,220.3,32.4,9.8,27274,7,1386185,1258986
Nissan,Sunny,2006,23.87,CNG,Automatic,1100,105.5,0.0,8.2,38212,5,420463,93539
Toyota,Yaris,2007,23.41,Electric,Automatic,1600,137.3,48.1,7.8,116648,7,3632942,726588
Toyota,Glanza,2007,13.05,CNG,Automatic,1800,156.3,0.0,8.0,45140,7,1954140,424147
Renault,Triber,2012,21.37,CNG,Manual,3900,284.9,0.0,6.1,96374,7,1779630,861572
Mahindra,Scorpio,2017,13.87,Electric,Manual,2700,219.7,63.6,8.8,156046,4,957672,591917
MG,Hector,2003,10.69,Petrol,Manual,3600,271.5,0.0,5.4,176216,7,708278,141655
Mercedes,A-Class,2022,17.99,Electric,Manual,2600,230.6,58.2,9.8,30787,5,422030,321784
Ford,Figo,2024,24.62,Diesel,Automatic,2400,201.5,0.0,9.8,147576,5,2613982,2450060
Maruti,Alto,2024,10.92,CNG,Automatic,2100,181.9,0.0,5.6,136818,6,2253191,2117577
Toyota,Glanza,2018,27.46,CNG,Automatic,3600,286.0,0.0,7.8,15373,5,1068923,827707
Ford,Ecosport,2007,12.21,Petrol,Automatic,900,109.1,0.0,6.1,52857,7,1475099,519049
MG,Gloster,2010,23.83,Diesel,Manual,3500,261.8,0.0,9.2,175188,6,3858174,771634
Honda,Jazz,2022,17.14,Electric,Automatic,1300,130.7,34.2,9.5,148853,7,906302,766895
Maruti,Swift,2005,18.45,Petrol,Automatic,2200,194.7,0.0,7.7,10313,7,524309,104861
Renault,Kwid,2011,13.88,CNG,Manual,2300,187.0,0.0,9.1,78204,7,3083610,616722
Nissan,Sunny,2014,11.13,Diesel,Manual,2200,206.6,0.0,9.9,165862,6,3872124,1230199
Toyota,Yaris,2009,11.45,Electric,Manual,1900,154.0,45.1,5.0,80295,5,1742792,348558
MG,Gloster,2009,26.49,Petrol,Manual,3400,248.5,0.0,9.5,55160,6,2258983,451796
Renault,Duster,2018,19.08,Electric,Manual,1900,178.9,70.4,9.9,82192,7,763998,396195
Renault,Kwid,2012,15.79,Petrol,Automatic,3500,278.1,0.0,9.2,37255,5,3085674,617134
BMW,3 Series,2021,12.36,Electric,Automatic,2000,176.1,65.2,6.0,167187,7,594749,508142
BMW,3 Series,2017,19.58,Hybrid,Manual,2400,200.5,64.5,8.2,156331,4,2063599,1048986
Toyota,Innova,2008,28.03,Hybrid,Automatic,2200,186.0,31.2,5.9,33542,7,1253609,250721
Toyota,Yaris,2013,26.2,Electric,Automatic,1300,108.7,21.1,10.0,153455,5,3919206,2394127
Kia,Seltos,2018,13.47,Diesel,Manual,3800,288.1,0.0,9.6,125737,6,2901423,1535774
Tata,Tiago,2006,25.48,Diesel,Automatic,1800,176.1,0.0,5.7,123441,5,3363738,672747
BMW,5 Series,2018,21.86,Hybrid,Manual,1500,140.6,45.3,6.3,120623,6,2784256,2089994
Hyundai,Venue,2008,19.96,Diesel,Manual,3200,267.6,0.0,7.4,52352,6,2850670,570134
Ford,Figo,2007,26.63,Diesel,Automatic,3200,233.7,0.0,5.8,79500,6,1665883,572486
Ford,Ecosport,2022,29.64,CNG,Automatic,2600,212.3,0.0,8.6,10295,7,3126688,2404846
Tata,Harrier,2010,17.03,Electric,Manual,800,109.2,52.8,9.7,122670,7,2862844,572568
BMW,5 Series,2001,24.65,Electric,Manual,3000,249.8,38.8,5.1,104659,7,1067673,213534
BMW,3 Series,2000,22.66,Petrol,Automatic,2200,179.6,0.0,5.1,80138,5,2161136,432227
Hyundai,Verna,2010,29.09,Diesel,Manual,2600,224.4,0.0,7.9,198924,5,1174790,554962
Mercedes,C-Class,2024,10.09,CNG,Manual,2800,228.5,0.0,7.3,143555,4,1799148,1698266
MG,Gloster,2001,14.99,CNG,Automatic,3100,255.8,0.0,8.7,171130,4,3922723,784544
Skoda,Rapid,2023,24.39,Diesel,Manual,1900,164.5,0.0,5.5,62844,4,2609379,2243619
Nissan,Kicks,2021,25.76,Electric,Manual,3500,261.5,25.7,9.3,112561,4,1987605,1748567
Hyundai,Verna,2012,17.36,Petrol,Manual,1700,172.1,0.0,8.6,109264,6,2290357,635691
Maruti,Alto,2012,12.4,Diesel,Automatic,1800,171.9,0.0,8.9,97211,4,1872165,374433
Ford,Ecosport,2013,12.95,CNG,Automatic,2100,174.3,0.0,6.2,54097,4,528662,175487
Skoda,Slavia,2023,14.61,CNG,Manual,3100,232.2,0.0,6.2,106028,5,1469480,1248198
Toyota,Yaris,2020,19.01,Electric,Automatic,1900,178.3,30.3,6.3,40944,7,3095580,2025649
Maruti,Dzire,2005,20.4,Hybrid,Manual,1900,148.0,79.2,6.9,59083,5,1803983,360796
Nissan,Magnite,2025,26.73,Petrol,Manual,4000,316.1,0.0,9.5,113066,7,1792394,1792394
Maruti,Swift,2024,20.45,Hybrid,Automatic,3200,253.3,64.3,8.9,157122,4,3288072,3090890
Maruti,Alto,2007,20.62,CNG,Manual,4000,321.1,0.0,7.0,47213,4,3527938,705587
Renault,Duster,2005,25.73,Petrol,Automatic,1800,164.9,0.0,6.3,181366,6,3327124,854007
BMW,X1,2015,15.82,Petrol,Manual,900,88.7,0.0,5.3,88046,5,2499068,905109
Maruti,Alto,2012,10.3,Petrol,Manual,3400,261.0,0.0,5.5,104226,5,1840749,368149
Mercedes,A-Class,2019,28.64,Petrol,Automatic,1500,128.0,0.0,5.3,46013,5,1090136,862499
Mahindra,Thar,2014,10.44,Petrol,Manual,2200,201.7,0.0,7.3,88556,4,1784523,844840
Mercedes,E-Class,2009,17.83,Diesel,Automatic,3400,268.1,0.0,7.0,50461,5,2148240,429648
Mercedes,GLA,2022,19.12,Diesel,Manual,2300,212.3,0.0,9.2,9033,4,945798,771209
Hyundai,Verna,2000,11.95,CNG,Automatic,2200,197.0,0.0,8.8,73992,6,2422653,484530
Mercedes,GLA,2003,11.75,Petrol,Automatic,2400,220.0,0.0,9.0,169262,4,467189,93437
Tata,Nexon,2002,15.16,Diesel,Automatic,2300,174.5,0.0,6.0,65097,5,503759,100751
Toyota,Glanza,2018,28.9,CNG,Automatic,1100,98.1,0.0,6.4,21411,6,2651696,1989812
Tata,Tiago,2023,13.03,Diesel,Automatic,3100,238.8,0.0,9.6,95477,7,725355,613353
Maruti,Dzire,2019,12.29,Electric,Automatic,1800,176.4,25.6,9.7,66166,5,3575734,2881940
Honda,Jazz,2018,25.67,CNG,Automatic,2000,187.1,0.0,9.0,190162,5,3485914,2455449
Hyundai,i10,2021,21.11,Electric,Automatic,1100,117.7,73.3,9.0,71639,4,663743,557028
Skoda,Slavia,2023,14.01,Diesel,Automatic,3100,253.2,0.0,7.4,28561,6,1958555,1803435
Honda,WRV,2002,24.26,Petrol,Automatic,3900,312.7,0.0,6.5,179522,6,3210422,642084
Kia,Sonet,2009,12.65,Petrol,Manual,2000,168.8,0.0,5.4,181783,4,1671426,829342
Honda,WRV,2018,29.3,CNG,Automatic,2800,233.1,0.0,5.2,45001,5,823382,483992
Mahindra,Scorpio,2000,14.27,Diesel,Manual,2900,241.7,0.0,5.8,82347,5,2889799,577959
Skoda,Kushaq,2021,11.77,Hybrid,Manual,2300,207.6,79.3,8.8,194913,6,1992414,1360216
Maruti,Swift,2007,19.29,Petrol,Automatic,1000,94.7,0.0,9.8,94430,7,3493120,1309802
Honda,Amaze,2016,12.99,Diesel,Automatic,3900,292.7,0.0,5.3,10724,7,2905993,1090600
Nissan,Kicks,2001,22.45,Petrol,Automatic,2300,205.9,0.0,9.9,178513,7,3256840,651368
Toyota,Yaris,2006,24.01,Electric,Manual,3900,315.8,40.6,5.3,53214,5,3028639,605727
Renault,Duster,2017,25.02,Diesel,Automatic,3700,304.0,0.0,7.4,176322,5,1044931,735146
Maruti,Baleno,2006,17.84,Diesel,Manual,2400,205.4,0.0,6.0,178661,5,2385501,477100
Mercedes,GLA,2024,22.47,Electric,Manual,3700,292.2,25.8,8.3,57195,7,2813933,2704387
Kia,Carens,2009,19.89,Diesel,Automatic,2100,181.8,0.0,7.0,15217,6,2106363,1058355
Mahindra,XUV300,2003,11.05,CNG,Manual,3900,302.4,0.0,6.8,150203,5,2186128,437225
Toyota,Innova,2000,19.23,Petrol,Automatic,1700,141.5,0.0,7.3,49485,4,2645076,529015
MG,Gloster,2024,10.98,Petrol,Manual,2900,249.2,0.0,7.8,69028,7,856107,794567
Honda,Amaze,2005,15.13,Hybrid,Manual,2000,190.9,38.7,8.3,36055,4,1496941,299388
Kia,Seltos,2013,19.06,Diesel,Automatic,3100,249.6,0.0,7.3,44669,5,3272046,1644143
Nissan,Magnite,2003,14.72,Electric,Manual,1500,146.6,78.2,5.2,80504,4,2611870,522374
Toyota,Yaris,2022,11.98,Petrol,Automatic,3700,286.1,0.0,7.8,118354,5,1011227,867079
MG,Astor,2020,28.96,Diesel,Manual,2500,198.5,0.0,5.7,145837,5,3132543,2457918
MG,Gloster,2001,12.02,Petrol,Manual,1000,92.3,0.0,8.5,124650,5,2385618,477123
Renault,Duster,2006,20.28,CNG,Manual,1400,150.6,0.0,7.1,37777,5,1341331,268266
Skoda,Rapid,2004,28.89,CNG,Manual,3100,241.0,0.0,7.9,189103,4,2499380,499876
Skoda,Rapid,2006,25.98,CNG,Automatic,2600,199.3,0.0,8.1,65870,7,3506475,701295
BMW,3 Series,2024,13.87,Electric,Automatic,3600,276.0,33.5,5.7,117728,5,3432134,3204274
Mercedes,C-Class,2011,21.43,Diesel,Automatic,3700,282.0,0.0,9.0,59050,6,1063563,238956
Mahindra,Bolero,2012,24.24,Hybrid,Manual,1500,134.6,60.3,8.8,116778,6,3895290,1013418
Skoda,Slavia,2011,27.04,Petrol,Automatic,3000,223.4,0.0,9.7,56528,6,3263807,652761
Renault,Duster,2000,25.89,Petrol,Automatic,1500,129.2,0.0,9.6,5108,6,1290489,258097
Hyundai,Venue,2002,27.98,Diesel,Manual,3100,258.1,0.0,7.9,143365,7,1359779,271955
Tata,Safari,2008,21.43,Electric,Manual,3400,254.3,20.9,5.8,179337,5,2924728,699280
Renault,Duster,2023,20.32,Hybrid,Manual,1300,109.5,43.1,8.8,104758,5,419443,390172
Mahindra,Thar,2000,19.41,Electric,Automatic,2200,172.1,33.3,7.3,91511,5,552243,110448
Honda,Jazz,2016,12.17,Hybrid,Manual,1800,164.4,29.9,7.6,33552,7,692008,357778
Tata,Tiago,2016,19.19,Electric,Automatic,2500,215.3,34.4,5.7,150721,7,1537584,631899
Mahindra,Bolero,2019,11.7,Diesel,Automatic,3000,223.6,0.0,8.2,7914,7,1264914,876750
Mahindra,XUV300,2008,24.19,Diesel,Automatic,3800,309.9,0.0,9.8,102305,5,2102376,502158
Maruti,Dzire,2011,28.48,Hybrid,Automatic,2600,220.9,60.0,9.2,35881,6,2537640,507528
Tata,Altroz,2012,11.74,Diesel,Manual,4000,290.5,0.0,5.3,71880,6,1238928,628665
Maruti,Baleno,2009,22.2,Hybrid,Automatic,3900,307.7,46.4,9.9,150791,7,1063104,261946
Ford,Aspire,2016,19.48,CNG,Manual,3500,281.9,0.0,9.7,35934,6,2795425,1382286
Nissan,Kicks,2023,18.19,Electric,Automatic,1200,118.2,55.3,8.0,125175,5,2704516,2516040
Maruti,Baleno,2009,12.61,CNG,Manual,2100,186.1,0.0,9.8,20181,7,2142126,903645
Renault,Duster,2014,19.08,Diesel,Manual,1200,127.6,0.0,7.3,137614,5,1410509,742632
Nissan,Magnite,2021,17.75,Petrol,Manual,2700,209.7,0.0,5.6,112243,5,1885743,1546349
MG,Hector,2020,14.89,CNG,Manual,800,110.5,0.0,6.8,145644,5,963450,700483
Skoda,Rapid,2018,14.02,Hybrid,Manual,2200,178.6,23.2,7.5,179686,5,2873661,2141975
Tata,Safari,2005,24.63,CNG,Manual,3900,317.6,0.0,8.5,140668,7,528514,105702
Nissan,Kicks,2006,13.82,Petrol,Manual,3100,261.9,0.0,9.3,29689,4,2303562,460712
MG,Hector,2010,24.68,Petrol,Manual,1500,155.2,0.0,8.8,99697,6,2664338,532867
Mercedes,A-Class,2013,22.06,Petrol,Manual,3200,248.2,0.0,5.6,36239,7,1251190,748937
Mahindra,Scorpio,2013,28.9,CNG,Manual,2100,164.2,0.0,5.7,17162,6,3190712,1727590
Maruti,Swift,2003,21.52,Hybrid,Manual,3000,240.6,30.4,9.6,46876,7,1142860,228572
Renault,Kwid,2025,15.2,Petrol,Automatic,1300,123.4,0.0,7.7,112901,4,3745553,3745553
Ford,Ecosport,2022,15.87,Electric,Automatic,1400,128.9,59.1,8.8,156063,4,2960666,2690656
Skoda,Slavia,2001,25.55,Diesel,Manual,1800,172.1,0.0,9.1,101431,5,1928266,385653
Ford,Aspire,2019,12.64,Hybrid,Automatic,3600,291.8,63.8,6.5,170568,5,1212110,970969
Nissan,Kicks,2015,26.14,Electric,Automatic,2300,209.5,22.9,9.6,14967,6,901219,548414
Tata,Tiago,2010,22.77,Hybrid,Manual,1400,142.0,70.1,5.7,35936,5,2724301,544860
Honda,Amaze,2002,11.82,Diesel,Automatic,2000,176.9,0.0,5.1,189902,7,2643091,528618
Hyundai,Venue,2003,28.17,Diesel,Manual,3000,254.2,0.0,10.0,100083,5,3677480,735496
Kia,Seltos,2015,17.76,CNG,Automatic,2500,214.0,0.0,8.3,119524,4,659631,418688
Mercedes,GLA,2014,20.61,Petrol,Manual,2100,182.9,0.0,8.1,195635,7,2124794,579108
Renault,Kwid,2016,14.34,Diesel,Automatic,3300,251.6,0.0,9.4,92996,7,2933705,1999184
Mahindra,XUV700,2025,22.6,Diesel,Manual,1800,158.3,0.0,9.8,137809,7,2149209,2149209
Renault,Triber,2022,12.03,Petrol,Manual,2800,242.3,0.0,5.7,75999,7,2841080,2467892
Mahindra,Scorpio,2013,27.72,CNG,Manual,1200,135.2,0.0,9.6,188091,7,1702364,1079004
BMW,X3,2015,14.22,Hybrid,Manual,1000,120.0,21.2,8.4,94169,5,734699,375493
Mahindra,Bolero,2017,24.2,CNG,Automatic,3300,257.2,0.0,9.7,101497,5,593298,258567
Ford,Ecosport,2021,26.04,Hybrid,Automatic,4000,326.3,53.0,7.7,99053,4,3160548,2156382
Nissan,Kicks,2009,25.62,CNG,Automatic,2900,241.3,0.0,7.2,35488,6,3871977,774395
Honda,Amaze,2002,17.69,CNG,Manual,2300,195.6,0.0,6.8,137684,7,1289062,257812
Honda,City,2005,21.84,Diesel,Manual,3400,256.9,0.0,6.5,23413,5,2940630,588126
Hyundai,Creta,2002,29.26,CNG,Manual,2600,197.2,0.0,6.1,105619,5,3480042,696008
Maruti,Dzire,2016,15.7,CNG,Automatic,1000,119.4,0.0,5.2,10033,4,508636,188496
MG,Hector,2007,28.59,Hybrid,Manual,900,108.9,77.1,5.2,51507,6,3680592,736118
Mercedes,GLA,2015,28.82,Diesel,Manual,2900,224.3,0.0,6.6,31141,5,3331378,2306321
Renault,Triber,2011,19.56,Hybrid,Automatic,2800,219.9,55.1,6.7,147782,4,3907551,894765
Skoda,Rapid,2002,27.42,Electric,Manual,3000,248.7,26.6,6.0,129348,7,2711732,542346
Mercedes,C-Class,2011,11.78,Hybrid,Automatic,3100,257.2,25.8,7.4,170984,7,3557958,711591
Skoda,Kushaq,2006,22.63,Diesel,Automatic,3200,239.3,0.0,5.1,156847,7,451535,90307
Nissan,Magnite,2020,11.98,Diesel,Manual,1300,119.1,0.0,8.4,83167,7,1308554,946226
Skoda,Kushaq,2004,10.43,Hybrid,Manual,2200,178.6,43.1,9.2,149214,5,1263729,252745
Honda,City,2016,23.12,Petrol,Manual,2700,230.6,0.0,8.1,110507,4,1485464,979892
Toyota,Innova,2003,28.33,Hybrid,Manual,3900,282.3,40.9,5.0,165453,4,1405122,281024
BMW,5 Series,2016,15.47,Petrol,Manual,2300,187.9,0.0,6.7,121129,7,1707244,1206383
Skoda,Slavia,2021,21.97,Electric,Manual,1200,131.4,37.4,5.4,111116,7,3309298,2772640
Mahindra,Scorpio,2014,17.99,CNG,Manual,3100,239.7,0.0,7.7,135934,7,3655029,1501992
Renault,Triber,2012,13.13,CNG,Automatic,2900,236.6,0.0,5.0,170558,7,2494988,498997
Skoda,Slavia,2008,18.58,CNG,Manual,3300,242.2,0.0,5.7,181432,6,1016703,203340
Hyundai,i10,2006,12.58,Petrol,Manual,2200,200.4,0.0,5.4,181336,7,746836,149367
Mercedes,C-Class,2006,10.99,Electric,Automatic,1500,132.8,26.5,6.7,136837,4,2578585,673643
Mahindra,XUV300,2015,15.24,CNG,Automatic,1200,123.6,0.0,7.4,145248,7,3116458,2112425
Mahindra,XUV700,2015,10.3,Electric,Automatic,3000,232.9,38.3,5.2,33945,6,569896,375281
Ford,Figo,2000,11.5,CNG,Automatic,2700,239.1,0.0,9.1,99770,4,2822981,564596
Mercedes,A-Class,2006,20.83,Hybrid,Manual,2000,175.2,79.9,6.1,94472,4,3123693,1268265
Renault,Triber,2004,26.34,Petrol,Automatic,3600,280.3,0.0,7.1,188802,7,2866962,573392
Maruti,Alto,2025,29.07,Electric,Automatic,2900,223.1,42.9,6.4,13355,7,3003926,3003926
Toyota,Yaris,2010,15.78,Electric,Manual,3500,261.7,72.8,5.2,132549,4,1408341,281668
Kia,Sonet,2002,16.31,Hybrid,Manual,1700,162.7,34.6,7.1,115723,4,3117229,623445
Honda,Jazz,2004,17.94,Diesel,Manual,3800,279.0,0.0,7.6,52496,7,2412929,700882
Tata,Altroz,2000,20.88,Electric,Automatic,900,96.0,33.8,6.4,140937,7,482442,96488
Skoda,Kushaq,2014,25.97,Diesel,Manual,3400,267.9,0.0,6.5,32656,5,2169193,433838
Ford,Ecosport,2020,23.99,Diesel,Manual,1000,107.9,0.0,7.5,54256,7,3273749,2384622
Kia,Carens,2017,21.61,Electric,Manual,1300,121.8,63.8,6.7,141648,5,1075484,679838
Honda,Amaze,2011,22.9,Petrol,Automatic,2500,202.6,0.0,8.0,173252,4,1313309,755723
Mercedes,A-Class,2019,24.96,Petrol,Automatic,2500,225.0,0.0,6.1,14169,4,3393475,2087746
Mahindra,Bolero,2002,27.23,Petrol,Automatic,2600,218.7,0.0,7.6,23784,4,402367,80473
BMW,3 Series,2006,27.76,Electric,Automatic,3200,251.9,41.5,6.7,178117,5,1355291,271058
MG,Gloster,2013,17.79,Petrol,Manual,1300,139.8,0.0,8.6,183530,6,3035315,607063
Skoda,Rapid,2010,17.18,Diesel,Manual,1400,135.2,0.0,9.5,181365,6,2483550,1034318
Toyota,Glanza,2011,18.32,CNG,Manual,1400,126.2,0.0,8.3,54203,6,1776542,849618
Mahindra,XUV300,2000,14.99,Petrol,Manual,1400,116.7,0.0,5.9,68058,4,589367,117873
Toyota,Glanza,2000,20.51,CNG,Automatic,1900,183.0,0.0,9.2,142628,4,2291392,458278
Toyota,Innova,2007,10.84,CNG,Automatic,1800,170.2,0.0,6.1,132105,7,1856968,371393
Mercedes,A-Class,2022,13.36,Electric,Automatic,2200,205.6,55.8,8.1,121483,6,3144134,2536616
BMW,5 Series,2014,27.75,Hybrid,Manual,2600,193.9,29.6,6.7,57879,7,1366301,273260
Hyundai,Venue,2009,25.05,CNG,Manual,2200,204.7,0.0,9.6,79340,5,576969,115393
Skoda,Kushaq,2008,14.2,CNG,Manual,2300,177.1,0.0,8.4,127785,6,2082620,831754
Kia,Seltos,2018,15.09,Petrol,Manual,2700,238.2,0.0,6.2,80830,7,2371856,1562002
MG,Astor,2021,11.86,Diesel,Manual,3400,267.1,0.0,5.7,48943,4,3767652,2762996
Kia,Carens,2003,20.74,Petrol,Automatic,3800,287.0,0.0,8.4,42920,5,3071156,614231
Maruti,Baleno,2009,29.17,CNG,Manual,1100,106.6,0.0,7.5,133171,4,702033,140406
Mercedes,GLA,2015,13.26,Hybrid,Manual,3800,277.0,30.7,5.0,80576,6,3595971,2037464
Hyundai,Creta,2009,17.25,Petrol,Automatic,2900,227.5,0.0,6.3,44668,7,1700080,340016
Skoda,Kushaq,2012,18.14,Electric,Automatic,3500,268.1,77.4,6.0,175873,5,2195414,439082
Kia,Carens,2020,14.4,Petrol,Manual,1500,133.4,0.0,5.6,64258,5,2239649,1651065
Toyota,Glanza,2018,19.2,Petrol,Manual,3300,255.5,0.0,9.8,26656,5,3294756,2560535
Nissan,Magnite,2009,12.55,Diesel,Manual,4000,314.7,0.0,8.9,183008,4,541429,143885
Renault,Triber,2005,14.13,Hybrid,Automatic,1600,141.8,34.6,5.8,192741,7,3196168,639233
Kia,Sonet,2020,10.46,CNG,Manual,3600,265.2,0.0,9.1,115466,6,2183510,1659446
Kia,Seltos,2020,27.45,Hybrid,Manual,2200,192.2,72.4,8.7,102704,7,1738730,1191207
Mahindra,XUV300,2013,29.74,CNG,Automatic,2300,175.5,0.0,9.6,199692,4,1377097,584897
Tata,Nexon,2000,15.17,Petrol,Manual,3300,244.6,0.0,5.8,198259,4,3885336,777067
Renault,Triber,2023,12.77,Petrol,Automatic,1100,123.3,0.0,5.3,149532,4,643522,589840
Ford,Ecosport,2004,23.63,Hybrid,Manual,2200,189.4,62.5,5.9,140508,4,3078663,615732
MG,Gloster,2010,13.41,Electric,Automatic,3700,266.9,39.8,7.8,65949,6,3935984,848149
Nissan,Kicks,2024,10.4,Diesel,Manual,2600,197.4,0.0,5.7,175111,7,914482,856664
Skoda,Slavia,2013,16.12,CNG,Automatic,2900,217.8,0.0,6.8,50859,6,3445217,1888147
Toyota,Glanza,2007,19.31,Diesel,Automatic,1500,157.4,0.0,6.8,154405,5,1888531,377706
BMW,X3,2023,28.9,Petrol,Automatic,2700,238.6,0.0,5.1,195368,7,1873089,1622711
Nissan,Magnite,2009,23.07,CNG,Manual,2300,212.0,0.0,8.1,58375,7,1991702,398340
Mercedes,GLA,2005,19.2,Hybrid,Manual,2500,190.5,56.4,9.8,191809,5,2287479,786103
Kia,Seltos,2025,26.17,Hybrid,Manual,1500,156.6,58.5,6.7,144366,7,2240547,2240547
Nissan,Kicks,2008,28.15,Hybrid,Automatic,2600,214.9,72.8,6.0,134816,5,2360746,925855
Maruti,Alto,2016,12.71,Hybrid,Automatic,2500,207.8,37.1,5.9,124637,4,901938,444809
Mahindra,XUV700,2012,17.1,CNG,Manual,2200,176.3,0.0,6.5,162310,7,3043695,608739
Mercedes,C-Class,2010,18.52,Petrol,Automatic,3300,255.1,0.0,7.6,76372,6,962764,390220
Mahindra,XUV700,2001,27.72,Petrol,Manual,3000,235.1,0.0,9.0,73472,6,2728070,545614
Nissan,Magnite,2016,10.76,Hybrid,Manual,3900,306.2,23.0,5.8,37050,6,1927995,1094945
Maruti,Swift,2005,16.38,CNG,Automatic,1200,127.5,0.0,9.1,13957,7,976752,195350
Kia,Carens,2005,11.59,Diesel,Automatic,1100,119.5,0.0,9.8,50860,7,2793502,558700
Nissan,Kicks,2007,28.62,Petrol,Automatic,2300,210.0,0.0,6.0,79952,6,3335614,680799
Mahindra,Scorpio,2009,21.41,Petrol,Automatic,2000,180.0,0.0,7.4,157284,5,1292834,258566
Mercedes,GLA,2000,16.72,Diesel,Automatic,4000,304.1,0.0,6.2,91508,5,2216694,443338
Tata,Altroz,2016,21.81,Diesel,Manual,2200,183.0,0.0,5.4,134404,5,737840,248223
Ford,Ecosport,2001,12.55,Electric,Manual,900,89.6,46.4,5.2,181889,5,3425946,685189
Mahindra,Scorpio,2020,24.55,Electric,Manual,3500,278.3,75.3,8.0,11734,6,2825402,1923358
Nissan,Magnite,2020,29.03,Diesel,Manual,2800,236.5,0.0,9.6,132063,4,3456309,2074057
BMW,X3,2022,12.9,CNG,Manual,3700,280.6,0.0,7.2,57664,4,915117,812663
Skoda,Rapid,2022,11.45,Hybrid,Manual,3300,244.7,63.3,8.7,171398,4,3542675,3086834
Honda,City,2013,20.39,Petrol,Manual,2600,215.6,0.0,6.5,115710,5,1871956,1118134
MG,Gloster,2025,22.47,Hybrid,Manual,1000,87.8,46.3,7.3,113034,4,571786,571786
Honda,Jazz,2021,13.62,Electric,Automatic,2200,179.7,33.8,6.9,182129,7,1677363,1316202
Honda,WRV,2023,29.41,Electric,Manual,2200,186.0,57.2,7.7,34671,4,1947440,1794345
